Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes,gap_between_netflix_release_and_release,Country Count,Language Count,is_hidden_gem,year_added
Strange Voices,,"Dramas,Tearjerkers",English,Movie,8.1,,1-2 hour,Arthur Allan Seidelman,"Wayne Powers, Roberta Dacks, Nancy Geller, Donna Powers","Valerie Harper, Stephen Macht, Nancy McKeon, Tricia Leigh Fisher",,6.5,,,,,,1987-10-19,2015-04-14,248.0,10039.0,1,1,False,2015
Lady Vengeance,,"Thrillers,International Movies,International Thrillers,Korean Films,Crime Thrillers","Korean, English, Japanese",Movie,3.8,,1-2 hour,Chan-wook Park,"Chan-wook Park, Myeong-chan Park, Seo-kyeong Jeong","Hye-Sook Go, Bok-hwa Baek, Jeong-nam Choi, Nam-mi Kang",R,7.6,76.0,75.0,12.0,13.0,,2005-07-29,2015-04-14,72188.0,3546.0,1,3,False,2015
A Room with a View,,"Dramas,20th Century Period Pieces,Romantic Dramas,Dramas based on a book,Dramas based on classic literature,British Films,Romantic Films","English, Italian",Movie,4.3,,1-2 hour,James Ivory,"E.M. Forster, Ruth Prawer Jhabvala","Maggie Smith, Helena Bonham Carter, Julian Sands, Denholm Elliott",Not Rated,7.3,100.0,83.0,25.0,22.0,,1986-04-11,2015-04-14,39849.0,10595.0,1,2,False,2015
The Vicar of Dibley,,"TV Comedies,British TV Comedies,TV Programmes,British TV Programmes,Sitcoms","English, Latin, Hebrew",Series,4.0,,< 30 minutes,,,"Dawn French, Trevor Peacock, James Fleet, Gary Waldhorn",TV-PG,8.0,,,6.0,17.0,,1994-11-10,2015-04-14,11945.0,7460.0,1,3,False,2015
Velvet Goldmine,,"Independent Dramas,Dramas,20th Century Period Pieces,Romantic Dramas,Independent Films,Romantic Independent Films,Showbiz Dramas,Gay & Lesbian Films,Romantic Gay & Lesbian Films,Gay & Lesbian Dramas,Romantic Films","English, French",Movie,3.2,,> 2 hrs,Todd Haynes,"James Lyons, Todd Haynes","Jonathan Rhys Meyers, Toni Collette, Ewan McGregor, Christian Bale",R,7.0,58.0,65.0,4.0,12.0,,1998-10-23,2015-04-14,33857.0,6017.0,1,2,False,2015
Vincent Wants to Sea,,"Dramas,International Dramas,International Movies,German Films,International Comedies,Comedies",German,Movie,5.2,,1-2 hour,Ralf Huettner,Florian David Fitz,"Florian David Fitz, Heino Ferch, Karoline Herfurth, Katharina Müller-Elmau",Unrated,7.0,64.0,39.0,7.0,4.0,,2011-06-24,2015-04-14,5356.0,1390.0,2,1,False,2015
Victim of Beauty,,"Dramas,Thrillers,Crime Thrillers,Crime Dramas",English,Movie,7.8,,1-2 hour,Roger Young,John Bensink,"William Devane, Nick Searcy, Michele Abrams, Jeri Ryan",Not Rated,5.8,,,,,,1991-12-10,2015-04-14,283.0,8526.0,1,1,False,2015
Twice Born,,"Independent Dramas,Dramas,Military Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,International Dramas,Italian Films,International Movies,Dramas based on a book,Romantic Films","English, Italian, Bosnian",Movie,2.1,,> 2 hrs,Sergio Castellitto,"Margaret Mazzantini, Sergio Castellitto","Emile Hirsch, Saadet Aksoy, Penélope Cruz, Adnan Haskovic",R,7.4,17.0,34.0,,7.0,,2013-12-06,2015-04-14,15878.0,494.0,1,3,False,2015
Vic the Viking,,"Kids TV for ages 8 to 10,Kids TV,Kids TV for ages 5 to 7,TV Programmes",English,Series,8.3,,< 30 minutes,,Alexs Stadermann,"Benoît Dupac, Lionel Tua, Paul Davies, Peter Callan",,6.6,,,,,,2013-07-04,2015-04-14,73.0,649.0,1,1,False,2015
Velvet,,"Spanish-Language TV Shows,TV Dramas,TV Programmes,Romantic TV Dramas,Spanish TV Programmes,Social Issue TV Dramas",English,Series,,,< 30 minutes,Thea Nærdal,Gloria Suarez,"Rika Luna, Melissa Henderson, Bruce Goodchild, Zach Eulberg",,,,,,,,,2015-04-14,,,29,1,False,2015
The Last Kiss,,"Dramas,Romantic Dramas,International Dramas,Italian Films,International Movies,Romantic Films",Italian,Movie,4.4,,1-2 hour,Gabriele Muccino,Gabriele Muccino,"Stefano Accorsi, Stefania Sandrelli, Claudio Santamaria, Giovanna Mezzogiorno",R,6.9,73.0,65.0,16.0,14.0,,2001-02-02,2015-04-14,8004.0,5184.0,1,1,False,2015
Code Unknown,,,"French, Romanian, Malinka, French Sign Language, English",Movie,3.7,,< 30 minutes,Michael Haneke,Michael Haneke,"Alexandre Hamidi, Josef Bierbichler, Juliette Binoche, Thierry Neuvic",Not Rated,7.2,75.0,74.0,2.0,4.0,,2001-11-30,2015-04-14,12091.0,4883.0,1,5,False,2015
Midnight FM,,"Thrillers,International Movies,International Thrillers,Korean Films,Crime Thrillers,Psychological Thrillers",Korean,Movie,7.0,,1-2 hour,Sang Man Kim,"Sang Man Kim, Hwi Kim","Joon-Ha Lee, Yoo Ji-Tae, Soo Ae, Ma Dong-seok",Not Rated,6.5,62.0,,2.0,4.0,,2010-10-14,2015-04-14,2347.0,1643.0,1,1,False,2015
Under the Bombs,,"Dramas,Military Dramas,Romantic Dramas,International Dramas,International Movies,French Films,Romantic Films,Independent Movies,Award-winning Dramas","Arabic, English, French",Movie,8.0,,1-2 hour,Philippe Aractingi,"Philippe Aractingi, Michel Léviant","Georges Khabbaz, Rawia Elchab, Nada Abou Farhat, Bshara Atallah",TV-14,7.0,80.0,,8.0,3.0,,2008-03-21,2015-04-14,1463.0,2580.0,35,3,False,2015
Unfinished Song,,"Dramas,Tearjerkers,Comedies,Independent Movies,British Movies",English,Movie,4.6,,< 30 minutes,Paul Andrew Williams,Paul Andrew Williams,"Terence Stamp, Gemma Arterton, Barry Martin, Vanessa Redgrave",PG-13,7.0,65.0,57.0,3.0,8.0,,2013-02-22,2015-04-14,7265.0,781.0,1,1,False,2015
Universal Soldier: Day of Reckoning,,"Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Military Action & Adventure,Action & Adventure",English,Movie,2.7,,1-2 hour,John Hyams,"Richard Rothstein, Moshe Diamant, Doug Magnuson, Jon Greenhalgh, Christopher Leitch, John Hyams","Scott Adkins, Dolph Lundgren, Mariah Bonner, Jean-Claude Van Damme",R,5.0,56.0,58.0,,,,2012-10-25,2015-04-14,19313.0,901.0,1,1,False,2015
Unspeakable Acts,,"Dramas,Courtroom Dramas,Dramas based on a book,Tearjerkers,Dramas based on real life,Crime Dramas,Movies Based on Real Life,Movies Based on Books",English,Movie,7.5,,1-2 hour,Linda Otto,"Hesper Anderson, Jan Hollingsworth, Alan Landsburg, Joanna Strauss","Jill Clayburgh, Gary Frank, Sam Behrens, Brad Davis",Not Rated,6.3,45.0,,,,,1990-01-15,2015-04-14,363.0,9220.0,1,1,False,2015
Undefeated,,"Sports Documentaries,Football Films,Sports & Fitness,Biographical Documentaries,Sports Films,Documentaries,Documentary Films",English,Movie,5.7,,1-2 hour,"Daniel Lindsay, T.J. Martin",,"Bill Courtney, O.C. Brown, Montrail 'Money' Brown, Chavis Daniels",PG-13,7.7,96.0,71.0,4.0,8.0,,2012-08-03,2015-04-14,6788.0,984.0,1,1,False,2015
Titanic,,"Dramas,20th Century Period Pieces,Romantic Dramas,Tearjerkers,Romantic Favourites,Adventures,Action & Adventure,Epics,Romantic Films,Social Issue Dramas,Period Pieces,US Movies,Award-winning Dramas","English, Swedish, Italian, French",Movie,4.0,,> 2 hrs,James Cameron,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates",PG-13,7.8,89.0,75.0,123.0,83.0,,1997-12-19,2015-04-14,1048704.0,6325.0,0,4,False,2015
Sabrina,,"Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,US Movies","English, French",Movie,3.1,,> 2 hrs,Sydney Pollack,"Barbara Benedek, David Rayfiel, Ernest Lehman, Billy Wilder, Samuel A. Taylor","Nancy Marchand, Julia Ormond, Greg Kinnear, Harrison Ford",PG,6.3,65.0,56.0,2.0,6.0,,1995-12-15,2015-04-14,36994.0,7060.0,4,2,False,2015
Star Trek: Voyager,,"TV Action & Adventure,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy,US TV Shows,Family Watch Together TV,Sci-Fi TV",English,Series,3.9,,< 30 minutes,,"Jeri Taylor, Rick Berman, Michael Piller","Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill",TV-PG,7.8,,,33.0,84.0,,1995-01-16,2015-04-14,59554.0,7393.0,36,1,False,2015
Stolen,,"Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films,Heist Films,Crime Action,Action Movies","English, Swedish",Movie,2.0,,1-2 hour,Simon West,David Guggenheim,"Malin Akerman, Nicolas Cage, Danny Huston, Josh Lucas",R,5.5,20.0,43.0,,,,2012-09-06,2015-04-14,43384.0,950.0,5,2,False,2015
Sabotage,,"Dramas,Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Dramas,Crime Movies,Heist Movies,Crime Action,Action Movies","English, Spanish",Movie,2.0,,1-2 hour,David Ayer,"Skip Woods, David Ayer","Arnold Schwarzenegger, Josh Holloway, Sam Worthington, Joe Manganiello",R,5.7,22.0,41.0,2.0,5.0,,2014-03-28,2015-04-14,59592.0,382.0,13,2,False,2015
Turn,,"Military TV Programmes,TV Dramas,TV Programmes",English,Series,4.0,,< 30 minutes,,Craig Silverstein,"Meegan Warner, Jamie Bell, Seth Numrich, Daniel Henshall",TV-14,8.1,,,,5.0,,2014-04-06,2015-04-14,19571.0,373.0,2,1,False,2015
Super Why!,,"Education & Guidance,Kids TV,TV Cartoons,TV Programmes,Kids TV for ages 2 to 4",English,Series,7.7,,< 30 minutes,,"Samantha Freeman Alpert, Alice Wilder, Traci Paige Johnson, Jennifer Twomey, Angela Santomero","Zachary Bloch, Nicholas Castel Vanderburgh, Tajja Isen, Siera Florindo",TV-Y,6.1,,,1.0,4.0,,2007-09-03,2015-04-14,606.0,2780.0,21,1,False,2015
Shameless,,"TV Comedies,British TV Comedies,TV Dramas,TV Programmes,British TV Programmes,TV Comedy Dramas,British TV Dramas",English,Series,4.0,,< 30 minutes,,Paul Abbott,"Rebecca Atkinson, Alice Barry, Nicky Evans, David Threlfall",TV-MA,8.0,,,11.0,37.0,,2004-01-13,2015-04-14,15045.0,4109.0,1,1,False,2015
Star Trek,,"Cult TV Programmes,TV Action & Adventure,Classic TV Programmes,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy,US TV Shows,Family Watch Together TV",English,Series,4.2,,< 30 minutes,,Gene Roddenberry,"DeForest Kelley, Nichelle Nichols, William Shatner, Leonard Nimoy",TV-PG,8.3,,,11.0,31.0,,1966-09-08,2015-04-14,73852.0,17750.0,36,1,False,2015
Rock On!!,,"Indian Films,Dramas,International Dramas,Showbiz Dramas,International Movies,Bollywood Films,Musicals,Music & Musicals,Hindi-Language Movies",Hindi,Movie,4.1,,> 2 hrs,Abhishek Kapoor,"Farhan Akhtar, Pubali Chaudhuri, Abhishek Kapoor","Farhan Akhtar, Purab Kohli, Luke Kenny, Arjun Rampal",Not Rated,7.7,87.0,,18.0,23.0,,2008-08-29,2015-04-14,20878.0,2419.0,30,1,False,2015
Raajneeti,,"Dramas,Thrillers,International Dramas,International Movies,International Thrillers,Political Dramas,Political Thrillers,Bollywood Films,Indian Movies,Hindi-Language Movies","Hindi, English",Movie,2.3,,> 2 hrs,Prakash Jha,"Sameer, Anjum Rajabali, Prakash Jha","Ranbir Kapoor, Ajay Devgn, Nana Patekar, Katrina Kaif",Not Rated,7.1,22.0,,7.0,22.0,,2010-06-04,2015-04-14,16418.0,1775.0,35,2,False,2015
Rosemarys Baby,,"Satanic Stories,Classic Thrillers,Horror Films,Thrillers,Supernatural Horror Films,Classic Films,Supernatural Thrillers,Psychological Thrillers,Movies Based on Books,Psychological Horror Movies,Chilling Horror Movies,US Movies",English,Movie,4.5,,> 2 hrs,Roman Polanski,"Ira Levin, Roman Polanski","John Cassavetes, Mia Farrow, Ruth Gordon, Sidney Blackmer",Approved,8.0,96.0,96.0,11.0,12.0,,1968-06-12,2015-04-14,195188.0,17107.0,15,1,False,2015
Rush: Beyond the Lighted Stage,,"Music & Concert Documentaries,Music,Canadian Films,Rockumentaries,Rock & Pop,Documentaries,Music & Musicals,Documentaries",English,Movie,7.2,,1-2 hour,"Sam Dunn, Scot McFadyen","Mike Munn, Sam Dunn, Scot McFadyen","Trent Reznor, Geddy Lee, Alex Lifeson, Neil Peart",Not Rated,8.4,90.0,,3.0,1.0,,2010-04-24,2015-04-14,4232.0,1816.0,12,1,False,2015
Total Recall,,"Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi Thrillers,Films Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,Cyberpunk,Action",English,Movie,3.6,,1-2 hour,Paul Verhoeven,"Ronald Shusett, Gary Goldman, Jon Povill, Dan O'Bannon, Philip K. Dick","Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",R,7.5,82.0,57.0,7.0,16.0,,1990-06-01,2015-04-14,303466.0,9083.0,8,1,False,2015
Road Trip: Beer Pong,,"Comedies,Late Night Comedies",English,Movie,1.8,,1-2 hour,Steve Rash,"Todd Phillips, Brad Riddell","Rhoda Griffis, Mary Cobb, DJ Qualls, Preston Jones",R,4.9,23.0,,,,,2009-08-11,2015-04-14,11433.0,2072.0,1,1,False,2015
Race,,"International Movies,Action Thrillers,International Action & Adventure,Bollywood Films,Musicals,Action & Adventure,Crime Action & Adventure,Police Action & Adventure,Police Movies,Indian Films,Hindi-language Films,Action Movies,Crime Movies,Crime Action",Hindi,Movie,3.3,,> 2 hrs,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","Jitendra Parmar, Anurag Prapanna, Shiraz Ahmed","Bipasha Basu, Akshaye Khanna, Saif Ali Khan, Katrina Kaif",Not Rated,6.7,66.0,,4.0,12.0,,2008-03-21,2015-04-14,13093.0,2580.0,35,1,False,2015
Rake,,"TV Comedies,TV Dramas,TV Programmes,Courtroom TV Dramas,TV Comedy Dramas,Australian TV Programmes,Crime TV Dramas","English, Polish, Indonesian, Turkish",Series,6.1,,< 30 minutes,,"Richard Roxburgh, Charles Waterstreet, Peter Duncan","Kate Box, Richard Roxburgh, Matt Day, Caroline Brazier",Not Rated,8.5,,,8.0,30.0,,2011-07-13,2015-04-14,6397.0,1371.0,21,4,False,2015
Rudy,,"Dramas,20th Century Period Pieces,Family Features,Football Films,Sports Dramas,Children & Family Films,Films for ages 8 to 10,Biographical Dramas,Tearjerkers,Films for ages 11 to 12,Dramas based on real life,Sports Films,Family Dramas,Films Based on Real Life,US Movies","English, Spanish",Movie,3.7,,1-2 hour,David Anspaugh,Angelo Pizzo,"Sean Astin, Ned Beatty, Jon Favreau, Greta Lind",PG,7.5,78.0,71.0,2.0,1.0,,1993-10-22,2015-04-14,57093.0,7844.0,13,2,False,2015
Rage,,"Gangster Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films",English,Movie,1.5,,1-2 hour,Paco Cabezas,"Jim Agnew, Sean Keller","Rachel Nichols, Nicolas Cage, Max Ryan, Michael McGrady",Not Rated,5.0,12.0,28.0,,1.0,,2014-05-09,2015-04-14,23449.0,340.0,3,1,False,2015
Reign,,"Teen TV Programmes,TV Dramas,TV Programmes,TV Teen Dramas,Period Pieces,Political TV Shows,US TV Shows",English,Series,3.8,,< 30 minutes,,"Stephanie Sengupta, Laurie McCarthy","Megan Follows, Torrance Coombs, Adelaide Kane, Celina Sinden",TV-14,7.5,,,4.0,21.0,,,2015-04-14,43604.0,,6,1,False,2015
Quiet Victory: The Charlie Wedemeyer Story,,"Dramas,Football Films,Sports Dramas,Biographical Dramas,Tearjerkers,Sports Films,Dramas based on real life,Movies Based on Real Life",English,Movie,8.6,,1-2 hour,Roy Campanella II,Barry Morrow,"Michael Nouri, Peter Berg, Pam Dawber, Bess Meyer",Not Rated,7.3,,,,,,1988-12-26,2015-04-14,110.0,9605.0,1,1,False,2015
Queen Margot,,,"French, Italian",Movie,3.9,,> 2 hrs,Patrice Chéreau,"Patrice Chéreau, Danièle Thompson, Alexandre Dumas","Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez",R,7.4,82.0,,10.0,17.0,,1994-12-09,2015-04-14,16347.0,7431.0,1,2,False,2015
Queen,,"Dramas,International Dramas,International Movies,Bollywood Films,International Comedies,Comedies,Musicals,Indian Movies,Hindi-Language Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies","Hindi, English, French, Japanese, Dutch",Movie,4.3,,> 2 hrs,Vikas Bahl,"Anvita Dutt, Parveez Sheikh, Kangana Ranaut, Chaitally Parmar, Vikas Bahl","Lisa Haydon, Kangana Ranaut, Jeffrey Ho, Rajkummar Rao",Not Rated,8.2,90.0,,22.0,18.0,,2014-03-07,2015-04-14,60815.0,403.0,34,5,False,2015
Trailer Park Boys: The Movie,,"Mockumentaries,Cult Comedies,Canadian Comedies,Canadian Films,Comedies,Late Night Comedies,Dark Comedies,Crime Comedies,Crime Movies,Cult Movies",English,Movie,2.8,,1-2 hour,Mike Clattenburg,"Robb Wells, Mike Clattenburg","Lucy Decoutere, Robb Wells, Mike Smith, John Paul Tremblay",R,7.2,57.0,38.0,,3.0,,2006-10-06,2015-04-14,12157.0,3112.0,19,1,False,2015
Passion,,"Thrillers,Steamy Thrillers,Crime Thrillers,Mysteries,Psychological Thrillers","English, German",Movie,2.3,,1-2 hour,Brian De Palma,"Natalie Carter, Alain Corneau, Brian De Palma","Paul Anderson, Rachel McAdams, Karoline Herfurth, Noomi Rapace",R,5.3,33.0,53.0,,3.0,,2013-08-30,2015-04-14,21815.0,592.0,1,2,False,2015
Paranormal Activity: The Marked Ones,,"Horror Films,Thrillers,Supernatural Horror Films,Teen Screams,Supernatural Thrillers,US Movies","English, Spanish",Movie,2.2,,1-2 hour,Christopher Landon,"Christopher Landon, Oren Peli","Gabrielle Walsh, Jorge Diaz, Renee Victor, Andrew Jacobs",R,5.0,39.0,42.0,,3.0,,2014-01-03,2015-04-14,39999.0,466.0,9,2,False,2015
Peep Show,,"TV Comedies,Cult TV Programmes,British TV Comedies,TV Programmes,British TV Programmes,Sitcoms",English,Series,4.3,,< 30 minutes,,"Jesse Armstrong, Andrew O'Connor, Sam Bain","Matt King, Olivia Colman, David Mitchell, Robert Webb",TV-MA,8.6,,,9.0,36.0,,2004-11-12,2015-04-14,53212.0,3805.0,1,1,False,2015
"Swades: We, the People",,"Dramas,International Dramas,International Movies,Bollywood Films,Social Issue Dramas,Tearjerkers,Indian Films,Hindi-language Films","Hindi, English",Movie,4.1,,> 2 hrs,Ashutosh Gowariker,"K.P. Saxena, Charlotte Whitby-Coles, Yashodeep Nigudkar, M.G. Sathya, Lalit Marathe, Ashutosh Gowariker, Amin Hajee, Ayan Mukherjee, Sameer Sharma","Gayatri Joshi, Shah Rukh Khan, Kishori Ballal, Smit Sheth",Not Rated,8.2,83.0,,13.0,23.0,,2004-12-17,2015-04-14,83123.0,3770.0,14,2,False,2015
Psycho-Pass,,"Anime,Anime Sci-Fi Films,TV Programmes,Anime Series,Crime TV Programmes,Anime Action Films,Japanese TV Shows,TV Thrillers,Sci-Fi & Fantasy Anime,Cyberpunk,Mystery & Thriller Anime,Futuristic Sci-Fi",Japanese,Series,4.1,,< 30 minutes,,Tow Ubukata,"Miyuki Sawashiro, Noriko Hidaka, Kana Hanazawa, Shizuka Itô",TV-MA,8.2,,,1.0,3.0,,2012-10-11,2015-04-14,15860.0,915.0,15,1,False,2015
Portlandia,,"TV Comedies,TV Sketch Comedies,TV Programmes",English,Series,3.9,,< 30 minutes,,"Carrie Brownstein, Jonathan Krisel, Fred Armisen","Carrie Brownstein, Fred Armisen",TV-14,7.8,,,10.0,47.0,,2011-01-11,2015-04-14,18298.0,1554.0,1,1,False,2015
Private Practice,,"TV Comedies,TV Dramas,TV Programmes,TV Comedy Dramas,Medical TV Dramas",English,Series,3.4,,< 30 minutes,,Shonda Rhimes,"Paul Adelstein, Kate Walsh, Taye Diggs, KaDee Strickland",TV-14,6.7,,,11.0,21.0,,2007-09-19,2015-04-14,22562.0,2764.0,1,1,False,2015
Departures,,"Japanese Films,Dramas,International Dramas,International Movies",Japanese,Movie,3.8,,> 2 hrs,Yôjirô Takita,Kundô Koyama,"Kazuko Yoshiyuki, Tsutomu Yamazaki, Ryôko Hirosue, Masahiro Motoki",PG-13,8.1,80.0,68.0,40.0,12.0,,2009-06-19,2015-04-14,48690.0,2125.0,1,1,False,2015
Oh My God,,"International Movies,Bollywood Films,Comedies,International Comedies,Musicals,Courtroom Dramas,Social Issue Dramas,Dramas,Indian Movies,Hindi-Language Movies,Spoofs & Satires,International Dramas","Hindi, English",Movie,3.9,,> 2 hrs,Umesh Shukla,"Umesh Shukla, Bhavesh Mandalia, Alok Jha, Saumya Joshi, Pranay Vivek Patil","Mahesh Manjrekar, Akshay Kumar, Paresh Rawal, Mithun Chakraborty",Not Rated,8.1,75.0,,6.0,10.0,,2012-09-28,2015-04-14,51822.0,928.0,34,2,False,2015
The Twilight Zone (Original Series),,"Cult TV Programmes,Classic TV Programmes,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy",English,Series,4.5,,< 30 minutes,,Rod Serling,Rod Serling,TV-PG,9.0,,,9.0,14.0,,1959-10-02,2015-04-14,71638.0,20283.0,1,1,False,2015
Open Water,,"Thrillers,Independent Films,Independent Thrillers,Psychological Thrillers",English,Movie,3.2,,1-2 hour,Chris Kentis,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",R,5.7,71.0,63.0,2.0,6.0,,2004-08-20,2015-04-14,51074.0,3889.0,2,1,False,2015
Octonauts,,"Kids TV,Animal Tales,Kids TV for ages 5 to 7,TV Cartoons,TV Programmes,British TV Programmes,Kids TV for ages 2 to 4,Education for Kids,TV Shows Based on Books",English,Series,8.4,,< 30 minutes,,,"Ross Breen, Jo Wyatt, Keith Wickham, Simon Greenall",TV-Y,7.5,,,2.0,7.0,,2010-10-01,2015-04-14,794.0,1656.0,16,1,False,2015
Oculus,,"Horror Films,Thrillers,Supernatural Horror Films,Psychological Thrillers,Supernatural Thrillers,Psychological Horror Movies,Independent Movies",English,Movie,3.3,,1-2 hour,Mike Flanagan,"Jeff Howard, Mike Flanagan, Jeff Seidman","Brenton Thwaites, Rory Cochrane, Katee Sackhoff, Karen Gillan",R,6.5,74.0,61.0,3.0,17.0,,2014-04-11,2015-04-14,117814.0,368.0,4,1,False,2015
A Werewolf Boy,,"Dramas,Romantic Dramas,International Dramas,Sci-Fi & Fantasy,Fantasy,International Movies,Korean Films,International Sci-Fi & Fantasy,Romantic Films",Korean,Movie,5.5,,> 2 hrs,Sung-hee Jo,Sung-hee Jo,"Jang Young-Nam, Park Bo-Young, Song Joong-Ki, Yeong-ran Lee",Not Rated,7.3,84.0,,4.0,9.0,,2012-11-30,2015-04-14,6824.0,865.0,1,1,False,2015
Nightfall,,"Asian Action Films,International Movies,Action Thrillers,Chinese Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure","Cantonese, English",Movie,7.5,,1-2 hour,Roy Hin Yeung Chow,"Chi-long To, Roy Hin Yeung Chow","Kay Tse, Simon Yam, Janice Man, Nick Cheung",Not Rated,6.5,54.0,,2.0,5.0,,2012-03-15,2015-04-14,1033.0,1125.0,3,2,False,2015
New World,,"Gangster Films,Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure","Korean, Mandarin",Movie,3.3,,> 2 hrs,Hoon-jung Park,Hoon-jung Park,"Hwang Jung-min, Choi Min-sik, Lee Jung-jae, Park Sung-Woong",Not Rated,7.6,63.0,58.0,8.0,16.0,,2013-02-21,2015-04-14,20577.0,782.0,1,2,False,2015
Noddy in Toyland,,"Kids TV,Kids TV for ages 5 to 7,TV Cartoons,TV Programmes,British TV Programmes,Kids TV for ages 2 to 4,TV Programmes Based on Books",English,Series,7.9,,< 30 minutes,,,"Sophie Aldred, Bob Golding, Akiya Henry, Teresa Gallagher",TV-Y,5.9,,,,,,2009-04-20,2015-04-14,39.0,2185.0,3,1,True,2015
Nell,,"Dramas,Tearjerkers",English,Movie,3.0,,1-2 hour,Michael Apted,"William Nicholson, Mark Handley","Liam Neeson, Natasha Richardson, Richard Libertini, Jodie Foster",PG-13,6.5,55.0,60.0,5.0,7.0,,1994-12-23,2015-04-14,27410.0,7417.0,1,1,False,2015
Noragami,,"Anime,Anime Fantasies,TV Programmes,Anime Series,Action Anime,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga","Japanese, English",Series,4.0,,< 30 minutes,,,"Hiroshi Kamiya, Yûki Kaji, Bryn Apprill, Maaya Uchida",TV-14,7.9,,,1.0,2.0,,2014-01-01,2015-04-14,10955.0,468.0,7,2,False,2015
Youre Next,,"Horror Films,Thrillers,Slasher and Serial Killer Films,Gory Horror Films",English,Movie,3.5,,1-2 hour,Adam Wingard,Simon Barrett,"Wendy Glenn, AJ Bowen, Nicholas Tucci, Sharni Vinson",R,6.6,79.0,66.0,11.0,20.0,,2013-08-23,2015-04-14,88407.0,599.0,2,1,False,2015
Youre Not You,,"Dramas,Dramas based on a book,Tearjerkers,Films Based on Books","English, American Sign Language",Movie,2.9,,1-2 hour,George C. Wolfe,"Jordan Roberts, Michelle Wildgen, Shana Feste","Hilary Swank, Emmy Rossum, Stephanie Beatriz, Josh Duhamel",R,7.3,48.0,56.0,,1.0,,2014-11-26,2015-04-14,24216.0,139.0,4,2,False,2015
Metallica Through the Never,,"Music,Hard Rock & Heavy Metal,Rock & Pop,Music & Musicals,Music & Musicals,Music & Concert Documentaries,Music & Concert Documentaries,Concerts,Concerts",English,Movie,3.5,,1-2 hour,Nimród Antal,"Kirk Hammett, Lars Ulrich, James Hetfield, Nimród Antal, Robert Trujillo","Kirk Hammett, James Hetfield, Lars Ulrich, Dane DeHaan",R,7.2,79.0,61.0,1.0,3.0,,2013-10-04,2015-04-14,16670.0,557.0,1,1,False,2015
Steel Magnolias,,"Romantic Dramas,Dramas,Romantic Favourites,Modern Classic Movies,Romantic Comedies,Tearjerkers,Comedies,Golden Globe Award-winning Films,Romantic Films,Classic Dramas,Classic Films,Classic Comedies",English,Movie,3.3,,1-2 hour,Herbert Ross,Robert Harling,"Dolly Parton, Shirley MacLaine, Sally Field, Daryl Hannah",PG,7.3,68.0,56.0,2.0,7.0,,1989-11-22,2015-04-14,47932.0,9274.0,9,1,False,2015
Murdoch Mysteries,,"20th Century Period Pieces,Crime TV Dramas,TV Mysteries,TV Dramas,TV Programmes,Crime TV Programmes",English,Series,4.0,,< 30 minutes,,"Alexandra Zarowny, Maureen Jennings, Bob Carney, Cal Coons","Jonny Harris, Yannick Bisson, Helene Joy, Thomas Craig",TV-PG,8.1,,,11.0,81.0,,2008-01-24,2015-04-14,10691.0,2637.0,1,1,False,2015
Marley,,"World Music,Music & Concert Documentaries,Music,Reggae,Biographical Documentaries,Rockumentaries,Rock & Pop,Documentaries,Music & Musicals,Documentary Films","English, French, German",Movie,4.3,,> 2 hrs,Kevin Macdonald,,"Ziggy Marley, Bob Marley, Cedella Marley, Jimmy Cliff",PG-13,8.0,95.0,82.0,1.0,8.0,,2012-04-20,2015-04-14,13208.0,1089.0,2,3,False,2015
